,sido,sigungu,cityGubun,marketType,userType,ageGroup,gender,dtYearMonth,userCount,useCount,useCost
49,제주도,제주시,도심,교통,내국인관광객,20대,남,201701,4410,5481,466783709
50,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201702,962,1272,115831678
51,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201702,2229,2836,244699894
52,제주도,제주시,도심,교통,내국인관광객,50대,여,201702,3127,4081,346151612
53,제주도,제주시,도심,교통,내국인관광객,50대,남,201702,6228,8042,675726597
54,제주도,제주시,도심,교통,내국인관광객,40대,여,201702,5063,6454,577904821
55,제주도,제주시,도심,교통,내국인관광객,40대,남,201702,8507,10865,980763674
56,제주도,제주시,도심,교통,내국인관광객,30대,여,201702,6767,8760,903186405
57,제주도,제주시,도심,교통,내국인관광객,30대,남,201702,8167,10425,913987717
58,제주도,제주시,도심,교통,내국인관광객,20대,여,201702,5714,6990,603245652
59,제주도,제주시,도심,교통,내국인관광객,20대,남,201702,5162,6278,430670766
60,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201703,1309,1705,138181424
61,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201703,2854,3719,280250079
62,제주도,제주시,도심,교통,내국인관광객,50대,여,201703,3736,4801,374218262
63,제주도,제주시,도심,교통,내국인관광객,50대,남,201703,6563,8665,643194483
64,제주도,제주시,도심,교통,내국인관광객,40대,여,201703,4589,6061,521397308
65,제주도,제주시,도심,교통,내국인관광객,40대,남,201703,8106,10463,824612920
66,제주도,제주시,도심,교통,내국인관광객,30대,여,201703,8496,10750,924587094
67,제주도,제주시,도심,교통,내국인관광객,30대,남,201703,11271,14062,1049047826
68,제주도,제주시,도심,교통,내국인관광객,20대,여,201703,6793,8378,717936795
69,제주도,제주시,도심,교통,내국인관광객,20대,남,201703,4918,6071,406785302
70,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201704,1416,1754,133821032
71,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201704,3048,3875,287870008
72,제주도,제주시,도심,교통,내국인관광객,50대,여,201704,3838,4774,367607134
73,제주도,제주시,도심,교통,내국인관광객,50대,남,201704,6699,8570,619094526
74,제주도,제주시,도심,교통,내국인관광객,40대,여,201704,5013,6346,530962776
75,제주도,제주시,도심,교통,내국인관광객,40대,남,201704,9005,11414,897010905
76,제주도,제주시,도심,교통,내국인관광객,30대,여,201704,8831,10790,866280130
77,제주도,제주시,도심,교통,내국인관광객,30대,남,201704,11922,14601,1099247488
78,제주도,제주시,도심,교통,내국인관광객,20대,여,201704,6525,7847,678586486
79,제주도,제주시,도심,교통,내국인관광객,20대,남,201704,4902,5992,425694029
80,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201705,1324,1667,114154362
81,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201705,2880,3661,295175278
82,제주도,제주시,도심,교통,내국인관광객,50대,여,201705,3703,4679,364425636
83,제주도,제주시,도심,교통,내국인관광객,50대,남,201705,6904,8854,691164511
84,제주도,제주시,도심,교통,내국인관광객,40대,여,201705,5508,7072,601988207
85,제주도,제주시,도심,교통,내국인관광객,40대,남,201705,10254,12793,979081590
86,제주도,제주시,도심,교통,내국인관광객,30대,여,201705,9185,11365,895156046
87,제주도,제주시,도심,교통,내국인관광객,30대,남,201705,12319,15058,1118757793
88,제주도,제주시,도심,교통,내국인관광객,20대,여,201705,7011,8568,720566951
89,제주도,제주시,도심,교통,내국인관광객,20대,남,201705,5477,6750,498161530
90,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201706,1209,1583,128894721
91,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201706,2678,3436,265958901
92,제주도,제주시,도심,교통,내국인관광객,50대,여,201706,3663,4692,418055028
93,제주도,제주시,도심,교통,내국인관광객,50대,남,201706,6720,8580,702034342
94,제주도,제주시,도심,교통,내국인관광객,40대,여,201706,5566,7069,632981909
95,제주도,제주시,도심,교통,내국인관광객,40대,남,201706,9978,12465,988221040
96,제주도,제주시,도심,교통,내국인관광객,30대,여,201706,9406,11572,980765615
97,제주도,제주시,도심,교통,내국인관광객,30대,남,201706,12388,15195,1169437749
98,제주도,제주시,도심,교통,내국인관광객,20대,여,201706,8221,9968,905598507
99,제주도,제주시,도심,교통,내국인관광객,20대,남,201706,6539,7892,624895232
100,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201707,1251,1615,146267421
101,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201707,2399,3092,272814347
102,제주도,제주시,도심,교통,내국인관광객,50대,여,201707,3749,4769,419952208
103,제주도,제주시,도심,교통,내국인관광객,50대,남,201707,7355,9403,792270656
104,제주도,제주시,도심,교통,내국인관광객,40대,여,201707,6299,7950,723891152
105,제주도,제주시,도심,교통,내국인관광객,40대,남,201707,11375,14284,1204388393
106,제주도,제주시,도심,교통,내국인관광객,30대,여,201707,10076,12279,1084159497
107,제주도,제주시,도심,교통,내국인관광객,30대,남,201707,14025,17096,1429749861
108,제주도,제주시,도심,교통,내국인관광객,20대,여,201707,9433,11414,961352508
109,제주도,제주시,도심,교통,내국인관광객,20대,남,201707,8688,10518,826876744
110,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201708,1217,1556,130325249
111,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201708,2797,3610,325836405
112,제주도,제주시,도심,교통,내국인관광객,50대,여,201708,3955,4988,418394510
113,제주도,제주시,도심,교통,내국인관광객,50대,남,201708,7812,9927,876521690
114,제주도,제주시,도심,교통,내국인관광객,40대,여,201708,6682,8339,719429572
115,제주도,제주시,도심,교통,내국인관광객,40대,남,201708,12701,15696,1281962656
116,제주도,제주시,도심,교통,내국인관광객,30대,여,201708,10432,12730,1014276822
117,제주도,제주시,도심,교통,내국인관광객,30대,남,201708,14653,17688,1339664182
118,제주도,제주시,도심,교통,내국인관광객,20대,여,201708,9212,11048,815125592
119,제주도,제주시,도심,교통,내국인관광객,20대,남,201708,8698,10395,685502683
120,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201709,1269,1641,141348116
121,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201709,2746,3577,262119465
122,제주도,제주시,도심,교통,내국인관광객,50대,여,201709,3717,4819,388558188
123,제주도,제주시,도심,교통,내국인관광객,50대,남,201709,6575,8587,651524199
124,제주도,제주시,도심,교통,내국인관광객,40대,여,201709,5329,6962,561098091
125,제주도,제주시,도심,교통,내국인관광객,40대,남,201709,9740,12435,900235541
126,제주도,제주시,도심,교통,내국인관광객,30대,여,201709,10392,12767,891304897
127,제주도,제주시,도심,교통,내국인관광객,30대,남,201709,14264,17359,1101951613
128,제주도,제주시,도심,교통,내국인관광객,20대,여,201709,7988,9767,619329791
129,제주도,제주시,도심,교통,내국인관광객,20대,남,201709,6676,8099,480756973
130,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201710,1392,1721,144030647
131,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201710,2982,3844,298044346
132,제주도,제주시,도심,교통,내국인관광객,50대,여,201710,3787,4729,360296314
133,제주도,제주시,도심,교통,내국인관광객,50대,남,201710,7047,8926,731112159
134,제주도,제주시,도심,교통,내국인관광객,40대,여,201710,5814,7485,628939156
135,제주도,제주시,도심,교통,내국인관광객,40대,남,201710,9527,11959,897468026
136,제주도,제주시,도심,교통,내국인관광객,30대,여,201710,8204,10120,757053792
137,제주도,제주시,도심,교통,내국인관광객,30대,남,201710,11136,13587,936605167
138,제주도,제주시,도심,교통,내국인관광객,20대,여,201710,6120,7510,574916427
139,제주도,제주시,도심,교통,내국인관광객,20대,남,201710,4902,6086,390580442
140,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201711,1165,1513,117482890
141,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201711,2841,3741,273814400
142,제주도,제주시,도심,교통,내국인관광객,50대,여,201711,3699,4773,347744058
143,제주도,제주시,도심,교통,내국인관광객,50대,남,201711,6773,8962,673126799
144,제주도,제주시,도심,교통,내국인관광객,40대,여,201711,5362,7083,571224202
145,제주도,제주시,도심,교통,내국인관광객,40대,남,201711,8829,11701,861505232
146,제주도,제주시,도심,교통,내국인관광객,30대,여,201711,7392,9419,755661346
147,제주도,제주시,도심,교통,내국인관광객,30대,남,201711,9768,12485,865833587
148,제주도,제주시,도심,교통,내국인관광객,20대,여,201711,6289,7939,686327373
149,제주도,제주시,도심,교통,내국인관광객,20대,남,201711,5370,6746,481640661
150,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201712,1269,1474,131320577
151,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201712,2871,3410,315859266
152,제주도,제주시,도심,교통,내국인관광객,50대,여,201712,3717,4205,393736828
153,제주도,제주시,도심,교통,내국인관광객,50대,남,201712,7338,8622,785913716
154,제주도,제주시,도심,교통,내국인관광객,40대,여,201712,5205,5919,575335636
155,제주도,제주시,도심,교통,내국인관광객,40대,남,201712,9112,10743,907358323
156,제주도,제주시,도심,교통,내국인관광객,30대,여,201712,7418,8234,727467138
157,제주도,제주시,도심,교통,내국인관광객,30대,남,201712,9976,11294,872132059
158,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201712,28,32,1849703
159,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201712,16,17,1889741
160,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201801,1292,1491,142044139
161,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201801,2949,3472,321734802
162,제주도,제주시,도심,교통,내국인관광객,50대,여,201801,4264,4789,510192330
163,제주도,제주시,도심,교통,내국인관광객,50대,남,201801,7967,9301,869688261
164,제주도,제주시,도심,교통,내국인관광객,40대,여,201801,6256,6978,657672187
165,제주도,제주시,도심,교통,내국인관광객,40대,남,201801,10091,11616,1027328700
166,제주도,제주시,도심,교통,내국인관광객,30대,여,201801,7446,8188,846665988
167,제주도,제주시,도심,교통,내국인관광객,30대,남,201801,9185,10400,906661168
168,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201801,36,38,2125160
169,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201801,36,42,5036900
170,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201802,1091,1212,117957588
171,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201802,2271,2598,228987031
172,제주도,제주시,도심,교통,내국인관광객,50대,여,201802,3346,3637,330560478
173,제주도,제주시,도심,교통,내국인관광객,50대,남,201802,6390,7184,603964803
174,제주도,제주시,도심,교통,내국인관광객,40대,여,201802,4816,5222,496851182
175,제주도,제주시,도심,교통,내국인관광객,40대,남,201802,7849,8953,762122523
176,제주도,제주시,도심,교통,내국인관광객,30대,여,201802,5991,6249,623957256
177,제주도,제주시,도심,교통,내국인관광객,30대,남,201802,7516,8216,701501250
178,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201802,48,54,3916900
179,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201802,21,22,1993677
180,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201803,1452,1690,155443384
181,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201803,3138,3721,315775493
182,제주도,제주시,도심,교통,내국인관광객,50대,여,201803,4034,4510,385624129
183,제주도,제주시,도심,교통,내국인관광객,50대,남,201803,6880,8020,729224433
184,제주도,제주시,도심,교통,내국인관광객,40대,여,201803,4992,5530,563187795
185,제주도,제주시,도심,교통,내국인관광객,40대,남,201803,8171,9738,912760768
186,제주도,제주시,도심,교통,내국인관광객,30대,여,201803,8180,8896,860124206
187,제주도,제주시,도심,교통,내국인관광객,30대,남,201803,10594,11954,983167425
188,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201803,14,19,1007100
189,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201803,12,12,658700
190,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201804,1513,1695,147565921
191,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201804,3329,3829,309510405
192,제주도,제주시,도심,교통,내국인관광객,50대,여,201804,4223,4662,431957773
193,제주도,제주시,도심,교통,내국인관광객,50대,남,201804,6927,7916,684701972
194,제주도,제주시,도심,교통,내국인관광객,40대,여,201804,5245,5860,640016406
195,제주도,제주시,도심,교통,내국인관광객,40대,남,201804,9034,10406,1036627543
196,제주도,제주시,도심,교통,내국인관광객,30대,여,201804,8496,9157,983635386
197,제주도,제주시,도심,교통,내국인관광객,30대,남,201804,11162,12455,1055387112
198,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201804,23,24,1759300
199,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201804,28,36,3244886
200,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201805,1496,1723,134507667
201,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201805,3303,3830,313015026
202,제주도,제주시,도심,교통,내국인관광객,50대,여,201805,3978,4379,388720032
203,제주도,제주시,도심,교통,내국인관광객,50대,남,201805,7046,8104,685042605
204,제주도,제주시,도심,교통,내국인관광객,40대,여,201805,5768,6418,649092719
205,제주도,제주시,도심,교통,내국인관광객,40대,남,201805,10104,11627,1017967783
206,제주도,제주시,도심,교통,내국인관광객,30대,여,201805,8410,9065,881257845
207,제주도,제주시,도심,교통,내국인관광객,30대,남,201805,11058,12350,1034931367
208,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201805,31,36,2083322
209,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201805,19,26,1082153
210,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201806,1337,1495,135390623
211,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201806,2834,3346,283478879
212,제주도,제주시,도심,교통,내국인관광객,50대,여,201806,3742,4094,370581137
213,제주도,제주시,도심,교통,내국인관광객,50대,남,201806,6827,7885,666222474
214,제주도,제주시,도심,교통,내국인관광객,40대,여,201806,6014,6714,601162313
215,제주도,제주시,도심,교통,내국인관광객,40대,남,201806,9835,11256,902300707
216,제주도,제주시,도심,교통,내국인관광객,30대,여,201806,8932,9559,815180913
217,제주도,제주시,도심,교통,내국인관광객,30대,남,201806,11659,13011,958581300
218,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201806,25,21,2513490
219,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201806,27,29,2393370
220,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201807,1358,1569,155930397
221,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201807,2598,3103,291476909
222,제주도,제주시,도심,교통,내국인관광객,50대,여,201807,3673,4061,412513634
223,제주도,제주시,도심,교통,내국인관광객,50대,남,201807,7224,8310,775641287
224,제주도,제주시,도심,교통,내국인관광객,40대,여,201807,6230,6906,703965613
225,제주도,제주시,도심,교통,내국인관광객,40대,남,201807,10827,12577,1184218312
226,제주도,제주시,도심,교통,내국인관광객,30대,여,201807,8743,9436,1047546657
227,제주도,제주시,도심,교통,내국인관광객,30대,남,201807,12100,13554,1301478296
228,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201807,29,30,1549721
229,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201807,40,41,3717482
230,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201808,1330,1554,165707246
231,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201808,2767,3294,270112772
232,제주도,제주시,도심,교통,내국인관광객,50대,여,201808,3716,3998,359589211
233,제주도,제주시,도심,교통,내국인관광객,50대,남,201808,7654,8877,759653285
234,제주도,제주시,도심,교통,내국인관광객,40대,여,201808,6582,7188,596883567
235,제주도,제주시,도심,교통,내국인관광객,40대,남,201808,12455,14240,1129614904
236,제주도,제주시,도심,교통,내국인관광객,30대,여,201808,9004,9511,792026865
237,제주도,제주시,도심,교통,내국인관광객,30대,남,201808,13274,14702,1111221931
238,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201808,33,37,4464316
239,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201808,50,50,3146384
240,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201809,1299,1484,132677899
241,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201809,2716,3148,249228841
242,제주도,제주시,도심,교통,내국인관광객,50대,여,201809,3516,3797,307232165
243,제주도,제주시,도심,교통,내국인관광객,50대,남,201809,6162,6985,552666478
244,제주도,제주시,도심,교통,내국인관광객,40대,여,201809,5086,5639,510600320
245,제주도,제주시,도심,교통,내국인관광객,40대,남,201809,9278,10650,799549515
246,제주도,제주시,도심,교통,내국인관광객,30대,여,201809,8078,8474,658414313
247,제주도,제주시,도심,교통,내국인관광객,30대,남,201809,11630,12922,927463454
248,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201809,29,33,1740256
249,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201809,33,38,3454307
250,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201810,1485,1701,165482239
251,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201810,3108,3593,299329224
252,제주도,제주시,도심,교통,내국인관광객,50대,여,201810,3993,4404,400272169
253,제주도,제주시,도심,교통,내국인관광객,50대,남,201810,6693,7660,681248193
254,제주도,제주시,도심,교통,내국인관광객,40대,여,201810,5607,6098,598834753
255,제주도,제주시,도심,교통,내국인관광객,40대,남,201810,9426,11009,1021560054
256,제주도,제주시,도심,교통,내국인관광객,30대,여,201810,7986,8553,895272432
257,제주도,제주시,도심,교통,내국인관광객,30대,남,201810,10705,11931,989755437
258,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201810,36,49,6716072
259,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201810,24,26,3887130
260,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201811,1391,1570,132654296
261,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201811,2834,3345,253636067
262,제주도,제주시,도심,교통,내국인관광객,50대,여,201811,3920,4431,389940702
263,제주도,제주시,도심,교통,내국인관광객,50대,남,201811,6713,7802,660555755
264,제주도,제주시,도심,교통,내국인관광객,40대,여,201811,5309,5994,552581079
265,제주도,제주시,도심,교통,내국인관광객,40대,남,201811,8351,9860,795775396
266,제주도,제주시,도심,교통,내국인관광객,30대,여,201811,6696,7386,691219453
267,제주도,제주시,도심,교통,내국인관광객,30대,남,201811,9167,10443,821266954
268,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201811,47,54,4196319
269,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201811,52,66,10908862
270,제주도,제주시,도심,교통,내국인관광객,60대이상,여,201812,1213,1415,113520500
271,제주도,제주시,도심,교통,내국인관광객,60대이상,남,201812,2713,3201,307446543
272,제주도,제주시,도심,교통,내국인관광객,50대,여,201812,3605,4009,349862624
273,제주도,제주시,도심,교통,내국인관광객,50대,남,201812,7137,8333,713661875
274,제주도,제주시,도심,교통,내국인관광객,40대,여,201812,5080,5694,532932776
275,제주도,제주시,도심,교통,내국인관광객,40대,남,201812,8804,10291,839732240
276,제주도,제주시,도심,교통,내국인관광객,30대,여,201812,6585,7222,572301729
277,제주도,제주시,도심,교통,내국인관광객,30대,남,201812,9663,10985,834413947
278,제주도,제주시,도심,교통,내국인관광객,20대미만,여,201812,86,92,11689873
279,제주도,제주시,도심,교통,내국인관광객,20대미만,남,201812,92,98,21069287
280,제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201609,562,657,35779805
281,제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201609,1535,1788,104971320
282,제주도,제주시,읍면,교통,내국인관광객,50대,여,201609,1414,1589,74304600
283,제주도,제주시,읍면,교통,내국인관광객,50대,남,201609,2998,3491,205489083
284,제주도,제주시,읍면,교통,내국인관광객,40대,여,201609,1801,2073,92249812
285,제주도,제주시,읍면,교통,내국인관광객,40대,남,201609,4020,4664,256758032
286,제주도,제주시,읍면,교통,내국인관광객,30대,여,201609,3607,4033,121213766
287,제주도,제주시,읍면,교통,내국인관광객,30대,남,201609,5513,6118,228562864
288,제주도,제주시,읍면,교통,내국인관광객,20대,여,201609,2670,2923,62817056
289,제주도,제주시,읍면,교통,내국인관광객,20대,남,201609,1984,2182,63955643
290,제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201610,598,706,37096168
291,제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201610,1581,1874,105457065
292,제주도,제주시,읍면,교통,내국인관광객,50대,여,201610,1535,1781,80422750
293,제주도,제주시,읍면,교통,내국인관광객,50대,남,201610,3001,3578,211108454
294,제주도,제주시,읍면,교통,내국인관광객,40대,여,201610,1905,2203,95064522
295,제주도,제주시,읍면,교통,내국인관광객,40대,남,201610,3858,4597,259143861
296,제주도,제주시,읍면,교통,내국인관광객,30대,여,201610,3049,3407,110368962
297,제주도,제주시,읍면,교통,내국인관광객,30대,남,201610,4672,5234,204110003
298,제주도,제주시,읍면,교통,내국인관광객,20대,여,201610,1950,2158,48557602
299,제주도,제주시,읍면,교통,내국인관광객,20대,남,201610,1639,1801,56850858
300,제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201611,595,699,38304038
301,제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201611,1467,1800,120884552
302,제주도,제주시,읍면,교통,내국인관광객,50대,여,201611,1431,1741,93614406
303,제주도,제주시,읍면,교통,내국인관광객,50대,남,201611,3067,3727,237849024
304,제주도,제주시,읍면,교통,내국인관광객,40대,여,201611,1677,1954,88531733
305,제주도,제주시,읍면,교통,내국인관광객,40대,남,201611,3652,4539,296296452
306,제주도,제주시,읍면,교통,내국인관광객,30대,여,201611,2567,2901,99223024
307,제주도,제주시,읍면,교통,내국인관광객,30대,남,201611,4050,4613,206034872
308,제주도,제주시,읍면,교통,내국인관광객,20대,여,201611,1762,1967,47625254
309,제주도,제주시,읍면,교통,내국인관광객,20대,남,201611,1543,1702,57258993
310,제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201612,509,625,39483872
311,제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201612,1392,1818,128568460
312,제주도,제주시,읍면,교통,내국인관광객,50대,여,201612,1357,1633,91549542
313,제주도,제주시,읍면,교통,내국인관광객,50대,남,201612,3366,4199,301201505
314,제주도,제주시,읍면,교통,내국인관광객,40대,여,201612,1608,1917,95742866
315,제주도,제주시,읍면,교통,내국인관광객,40대,남,201612,3817,4906,346658525
316,제주도,제주시,읍면,교통,내국인관광객,30대,여,201612,2299,2615,99213085
317,제주도,제주시,읍면,교통,내국인관광객,30대,남,201612,4245,4893,235875647
318,제주도,제주시,읍면,교통,내국인관광객,20대,여,201612,1880,2120,52280929
319,제주도,제주시,읍면,교통,내국인관광객,20대,남,201612,1758,1956,71101189
320,제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201701,532,637,40901282
321,제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201701,1462,1855,130206599
322,제주도,제주시,읍면,교통,내국인관광객,50대,여,201701,1538,1811,100539598
323,제주도,제주시,읍면,교통,내국인관광객,50대,남,201701,3620,4459,307408425
324,제주도,제주시,읍면,교통,내국인관광객,40대,여,201701,1872,2189,107557175
325,제주도,제주시,읍면,교통,내국인관광객,40대,남,201701,4261,5274,349360096
326,제주도,제주시,읍면,교통,내국인관광객,30대,여,201701,2112,2417,96945844
327,제주도,제주시,읍면,교통,내국인관광객,30대,남,201701,3854,4505,230254435
328,제주도,제주시,읍면,교통,내국인관광객,20대,여,201701,1813,2048,53219115
329,제주도,제주시,읍면,교통,내국인관광객,20대,남,201701,1741,1902,65970125
330,제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201702,417,514,32277812
331,제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201702,1271,1579,113483152
332,제주도,제주시,읍면,교통,내국인관광객,50대,여,201702,1393,1647,89522912
333,제주도,제주시,읍면,교통,내국인관광객,50대,남,201702,3174,3837,256230729
